fips,lung_cancer_death_rate,lung_cancer_avg_annual_count
45057,37.3,57
22121,37.3,12
13111,37.3,21
42109,37.3,22
06115,37.3,31
13109,37.3,5
28025,37.3,10
39133,37.3,81
53027,37.3,48
39045,37.3,77
51125,37.2,11
42093,37.2,10
39153,37.2,287
28121,37.2,73
13169,37.2,15
51143,37.2,39
26043,37.2,17
22073,37.2,72
37035,37.2,84
22089,37.1,21
37147,37.1,70
27093,37.1,14
42087,37.1,28
42097,37.1,56
13277,37.1,19
20031,37.1,5
12051,37.1,16
48473,37.0,19
12009,37.0,415
19185,37.0,3
16075,37.0,14
51131,37.0,8
12065,37.0,10
18127,37.0,86
36099,37.0,18
26091,36.9,55
39169,36.9,60
38105,36.9,11
17037,36.9,38
48293,36.9,13
16079,36.9,8
39147,36.9,29
42085,36.9,68
23027,36.8,26
22125,36.8,7
20029,36.8,5
13271,36.8,6
12089,36.8,58
45053,36.8,18
51145,36.8,16
40039,36.8,11
33001,36.8,41
36065,36.7,124
13009,36.7,21
26045,36.7,58
21229,36.7,6
48059,36.7,8
21073,36.7,26
26097,36.7,8
19019,36.7,11
37097,36.7,91
51650,36.7,63
20155,36.6,34
55071,36.6,48
40143,36.6,281
32510,36.6,33
50003,36.6,24
36017,36.6,28
46047,36.6,5
18039,36.6,90
18171,36.6,5
19187,36.6,20
36105,36.5,42
39063,36.5,38
53049,36.5,20
55137,36.5,17
39037,36.5,29
12031,36.5,432
29025,36.5,5
23031,36.5,126
37009,36.5,20
19053,36.5,4
37137,36.4,10
39085,36.4,132
22013,36.4,7
28073,36.4,27
48321,36.4,17
51700,36.4,73
18003,36.4,165
45091,36.4,121
42133,36.4,239
23007,36.4,18
05119,36.3,180
42117,36.3,25
30085,36.3,4
48285,36.3,13
18159,36.3,9
19085,36.3,8
37019,36.3,113
21143,36.3,6
17161,36.3,78
10005,36.3,177
39043,36.3,46
02220,36.3,4
48183,36.3,55
51750,36.2,5
01073,36.2,302
31111,36.2,19
17087,36.2,7
29137,36.2,6
56015,36.2,7
19163,36.1,84
27091,36.1,12
55079,36.1,368
20157,36.1,3
42101,36.1,639
50015,36.1,13
55081,36.1,23
40145,36.1,40
19157,36.0,11
19065,36.0,11
24043,36.0,77
51023,36.0,21
19099,36.0,20
37041,36.0,10
13215,36.0,84
29011,36.0,6
13039,36.0,23
40113,36.0,27
18105,36.0,54
22093,35.9,11
20177,35.9,91
47157,35.9,370
01087,35.9,11
48437,35.9,3
24001,35.9,38
20115,35.9,8
31081,35.9,5
13253,35.9,6
01031,35.9,26
19037,35.8,7
48297,35.8,6
55085,35.8,27
45073,35.8,50
55095,35.8,27
31043,35.8,8
53051,35.8,9
29043,35.7,41
39111,35.7,8
22051,35.7,209
45017,35.7,9
13181,35.7,5
18001,35.7,16
48027,35.7,122
31107,35.7,6
48221,35.6,43
41059,35.6,35
26005,35.6,58
20073,35.6,4
13085,35.6,16
13315,35.5,4
37029,35.5,5
16035,35.5,7
13123,35.5,21
36011,35.5,43
26077,35.5,111
22065,35.5,5
13047,35.5,34
16087,35.5,7
47065,35.5,178
18051,35.5,16
40083,35.4,23
42025,35.4,39
27169,35.4,23
17147,35.4,9
27051,35.4,4
53013,35.4,3
27015,35.3,15
48143,35.3,17
37185,35.3,13
39173,35.3,57
48281,35.3,13
55053,35.3,12
12035,35.3,94
13127,35.2,49
12105,35.2,394
24013,35.2,84
13261,35.2,14
19063,35.2,6
19077,35.2,7
26019,35.2,12
17177,35.2,27
51087,35.1,149
27047,35.1,18
01011,35.1,5
55027,35.1,45
42055,35.0,83
55099,35.0,10
55045,35.0,19
17197,35.0,264
27121,35.0,7
45079,35.0,154
45015,35.0,91
36067,35.0,227
48077,35.0,6
50021,35.0,37
26015,35.0,31
39035,34.9,630
19127,34.9,20
17113,34.9,67
35009,34.9,17
51917,34.9,48
42073,34.9,52
19051,34.9,5
55103,34.9,11
01131,34.9,6
31001,34.9,15
06089,34.9,99
13297,34.9,45
26145,34.9,100
24025,34.8,119
17079,34.8,5
39057,34.8,80
19023,34.8,8
45037,34.8,14
18063,34.8,70
42067,34.8,13
51550,34.7,95
42033,34.7,44
34029,34.7,373
41031,34.7,11
20131,34.7,6
21181,34.7,4
37105,34.7,30
19113,34.7,103
33003,34.7,36
39083,34.7,31
45003,34.6,91
13223,34.6,55
48167,34.6,148
26065,34.6,108
45035,34.6,64
27095,34.6,13
41013,34.5,16
41049,34.5,5
25013,34.5,216
37081,34.5,222
19111,34.5,19
45077,34.5,60
36123,34.5,13
39051,34.5,21
55135,34.5,29
27081,34.5,4
36121,34.5,21
40093,34.5,4
27049,34.4,26
22061,34.4,18
13137,34.4,23
51109,34.4,22
37025,34.4,84
51011,34.4,9
33019,34.4,26
24037,34.4,44
48239,34.3,8
31067,34.3,12
48299,34.3,18
19089,34.3,5
01003,34.3,130
32019,34.3,33
01081,34.3,62
29213,34.3,32
27059,34.3,19
18089,34.3,228
06021,34.2,12
34041,34.2,56
01107,34.2,10
27171,34.2,52
27133,34.2,5
42075,34.2,74
37123,34.2,15
28103,34.2,4
19025,34.2,6
40073,34.2,7
26103,34.2,33
41045,34.1,14
53041,34.1,45
12015,34.1,176
06007,34.1,96
51113,34.1,8
48219,34.1,9
48003,34.1,5
39093,34.1,156
46093,34.1,13
42015,34.1,35
19141,34.1,8
13287,34.0,4
31119,34.0,16
51810,34.0,183
12049,34.0,11
42061,34.0,25
36029,34.0,461
48055,34.0,18
30015,34.0,3
17111,34.0,129
40027,34.0,112
51760,34.0,82
06093,34.0,28
26081,34.0,249
42065,34.0,24
18137,34.0,14
29183,33.9,177
27111,33.9,36
45075,33.9,42
39049,33.9,444
48279,33.9,6
27137,33.9,105
29189,33.9,476
01047,33.9,19
28097,33.9,6
36113,33.9,38
17035,33.8,5
21067,33.8,119
53057,33.8,70
24005,33.8,392
18099,33.8,21
37113,33.8,25
13211,33.8,11
42003,33.8,619
01035,33.8,7
20169,33.8,27
55083,33.8,22
21015,33.7,53
26055,33.7,50
51035,33.7,19
27151,33.7,6
12055,33.7,85
42045,33.7,254
19035,33.7,7
51067,33.7,33
56009,33.6,6
13159,33.6,7
51093,33.6,20
24017,33.6,60
17203,33.6,18
20127,33.6,4
50023,33.6,31
42129,33.6,211
48139,33.6,68
01119,33.6,6
37125,33.5,59
48245,33.5,102
19125,33.5,16
12061,33.5,130
48145,33.5,8
13033,33.5,11
51085,33.5,53
51069,33.5,44
27007,33.4,20
54077,33.4,18
48389,33.4,4
29031,33.4,36
09011,33.4,133
35051,33.4,10
12103,33.4,615
38093,33.4,11
34015,33.4,127
39107,33.4,20
47037,33.4,234
28105,33.4,16
53009,33.4,56
38067,33.4,4
19121,33.4,7
22029,33.3,8
48127,33.3,4
48049,33.3,20
40017,33.3,57
55069,33.3,17
55011,33.3,8
53075,33.3,13
56037,33.3,15
48039,33.2,124
30013,33.2,41
22103,33.2,118
12069,33.2,254
29051,33.1,35
55043,33.1,24
27113,33.1,7
17189,33.1,7
27157,33.1,12
10003,33.1,243
38035,33.1,25
13153,33.1,59
06023,33.1,62
13097,33.1,45
48225,33.0,12
12037,33.0,8
48265,33.0,37
56013,33.0,19
55075,33.0,26
45043,33.0,43
48445,33.0,4
31055,33.0,204
34001,32.9,132
17133,32.9,17
34009,32.9,64
31089,32.9,6
19009,32.9,4
36077,32.9,30
27119,32.8,15
36093,32.8,71
51800,32.8,38
20005,32.8,7
20161,32.8,17
50005,32.8,17
27075,32.8,7
45081,32.8,10
55047,32.8,10
17007,32.7,23
22005,32.7,42
19005,32.7,7
46011,32.7,12
39165,32.7,97
48423,32.7,101
32001,32.7,12
17027,32.7,17
42035,32.7,18
05007,32.7,101
36007,32.7,98
41039,32.6,185
28065,32.6,7
53053,32.6,334
55063,32.6,51
55125,32.6,17
36107,32.6,26
02170,32.5,36
26047,32.5,19
36071,32.5,148
16021,32.5,7
27153,32.5,14
19029,32.5,8
27079,32.5,13
42001,32.5,54
51830,32.5,6
20149,32.4,10
42009,32.4,26
27035,32.4,39
30053,32.4,14
36043,32.4,32
12111,32.4,201
38089,32.3,11
19149,32.3,12
42103,32.3,34
50019,32.3,15
37129,32.3,102
31153,32.3,60
55121,32.3,14
01101,32.2,89
37179,32.2,83
12001,32.2,101
53067,32.2,128
25011,32.2,40
44007,32.2,265
36051,32.2,30
23009,32.2,34
29186,32.2,9
27173,32.2,5
26093,32.2,89
46103,32.1,49
36085,32.1,203
37089,32.1,70
19183,32.1,11
46109,32.1,5
27105,32.1,9
20151,32.1,5
51163,32.1,14
13165,32.1,3
24047,32.1,36
01125,32.1,81
30083,32.1,4
56021,32.1,41
38101,32.1,23
25027,32.1,355
54031,32.0,7
48175,32.0,4
51177,32.0,52
48451,32.0,48
51630,32.0,8
13217,32.0,39
53059,31.9,7
26111,31.9,41
23005,31.9,144
04011,31.9,3
34007,31.9,209
48071,31.9,15
28021,31.9,3
51179,31.9,45
46027,31.9,5
28155,31.9,5
36091,31.8,109
39103,31.8,86
29019,31.8,61
51065,31.8,13
31027,31.8,4
19095,31.7,8
20011,31.7,6
13077,31.7,55
48309,31.7,96
24041,31.7,26
48053,31.7,28
13151,31.7,76
01083,31.7,44
20201,31.7,3
37043,31.7,9
51015,31.7,41
01091,31.6,9
48371,31.6,5
36111,31.6,90
48019,31.6,14
51049,31.6,6
27021,31.6,19
44009,31.6,66
34037,31.6,63
38099,31.5,5
24029,31.5,12
23023,31.5,21
53011,31.5,193
40149,31.5,5
33013,31.5,71
35041,31.5,7
31179,31.5,3
48009,31.5,4
41047,31.5,135
36021,31.5,35
42021,31.5,72
08043,31.4,25
38017,31.4,56
42011,31.4,184
08101,31.4,76
13291,31.4,19
54023,31.4,6
24003,31.4,223
22033,31.3,158
45065,31.3,8
48021,31.3,37
04003,31.3,69
27005,31.3,18
19031,31.3,9
55127,31.2,47
53063,31.2,215
41023,31.2,5
51031,31.2,28
06009,31.2,29
30023,31.2,6
27097,31.2,17
53025,31.2,35
33011,31.2,172
19075,31.2,6
54057,31.1,14
01089,31.1,150
30089,31.1,9
48015,31.1,15
48303,31.1,97
51021,31.1,3
53077,31.1,86
55065,31.1,7
27027,31.1,21
25023,31.0,242
48463,31.0,10
02020,31.0,85
55139,31.0,69
48441,31.0,51
27143,31.0,7
13247,31.0,34
28071,31.0,18
20009,31.0,12
33005,31.0,39
30095,31.0,5
36069,31.0,55
27101,31.0,5
36001,31.0,133
39005,30.9,25
31159,30.9,7
31019,30.9,19
27083,30.9,11
51115,30.9,6
41025,30.9,4
21185,30.9,24
32003,30.9,820
31013,30.8,5
50017,30.8,15
53061,30.8,279
48025,30.8,9
51199,30.8,29
56007,30.8,6
01105,30.8,4
56005,30.8,14
50009,30.8,4
51041,30.8,133
13237,30.8,12
27131,30.8,26
42111,30.8,39
30047,30.8,17
51061,30.8,30
18037,30.7,18
42041,30.7,114
19011,30.7,12
48255,30.7,5
29147,30.7,9
08063,30.7,3
42089,30.7,74
49007,30.7,8
09005,30.6,95
27013,30.6,23
30001,30.6,5
17093,30.6,34
13073,30.6,55
27099,30.6,17
19171,30.6,8
42019,30.6,90
19081,30.5,6
22071,30.5,149
13185,30.5,37
36055,30.5,320
42037,30.5,30
13051,30.4,111
53017,30.4,17
55017,30.4,29
42043,30.4,118
30105,30.4,4
35005,30.4,25
33015,30.4,143
19083,30.4,9
12057,30.4,521
53021,30.4,23
35029,30.4,12
48381,30.3,50
18011,30.3,25
06005,30.3,25
51165,30.3,38
48339,30.3,208
53071,30.3,28
31101,30.3,5
19079,30.2,7
17085,30.2,15
02090,30.2,26
48397,30.2,33
40141,30.2,3
19107,30.1,5
27057,30.1,12
09009,30.1,361
51181,30.1,4
48117,30.1,5
46127,30.1,8
42077,30.0,150
41071,30.0,44
31109,30.0,107
27145,30.0,57
31023,30.0,4
56003,30.0,6
05143,30.0,72
19189,30.0,5
55115,30.0,21
08089,29.9,9
25003,29.9,70
31177,29.9,9
46005,29.9,8
19129,29.8,6
51063,29.8,8
51683,29.8,9
13155,29.8,4
27147,29.8,16
53065,29.7,25
30027,29.7,6
20045,29.7,35
53037,29.7,17
23013,29.6,24
27127,29.6,7
53039,29.6,12
46013,29.6,15
51047,29.6,20
48439,29.6,595
06095,29.6,164
55021,29.5,26
48165,29.5,5
19181,29.5,20
50007,29.5,62
31157,29.5,16
55117,29.5,50
37175,29.5,22
55035,29.4,39
09013,29.4,59
18129,29.4,11
42119,29.4,18
41053,29.4,35
31033,29.4,4
33009,29.4,44
56033,29.4,15
48093,29.4,7
31139,29.3,3
04025,29.3,162
27045,29.3,10
27139,29.3,42
48089,29.3,10
27055,29.3,8
36027,29.3,125
48507,29.2,3
40139,29.2,6
55087,29.2,70
48369,29.2,3
12115,29.2,345
42095,29.2,139
16069,29.2,19
48123,29.1,9
19033,29.1,21
55141,29.1,36
48415,29.1,6
25009,29.1,321
48425,29.1,4
08081,29.1,5
30049,29.1,31
48469,29.0,33
16045,29.0,10
34005,29.0,188
56025,29.0,30
12097,29.0,122
55033,29.0,17
55073,29.0,57
48341,29.0,5
55029,29.0,19
17019,29.0,61
39121,29.0,8
12117,29.0,172
08071,29.0,8
42017,28.9,286
30111,28.9,65
12073,28.9,93
19061,28.9,42
45045,28.9,193
46035,28.9,9
29161,28.9,17
13063,28.8,71
13031,28.8,23
08075,28.8,9
48329,28.8,40
35035,28.8,26
45019,28.7,156
50027,28.7,30
19055,28.7,8
48091,28.7,68
41007,28.7,20
54061,28.7,30
41029,28.7,104
06101,28.7,35
16027,28.7,74
13043,28.6,4
19091,28.6,4
16059,28.6,4
13139,28.6,73
53007,28.6,34
19027,28.6,10
27123,28.6,185
17031,28.5,1776
37021,28.5,119
20079,28.4,15
12119,28.4,135
06099,28.4,163
31037,28.4,3
39075,28.4,14
16047,28.3,6
48471,28.3,23
25021,28.2,277
51079,28.2,8
06105,28.2,10
26125,28.2,489
27003,28.2,121
19137,28.2,5
51161,28.1,45
30035,28.1,4
13147,28.1,13
01129,28.1,6
50025,28.1,21
48187,28.1,57
16049,28.1,10
13145,28.0,14
19139,28.0,17
35025,28.0,18
47047,28.0,20
41051,28.0,242
12071,27.9,456
39159,27.9,19
31185,27.9,6
12081,27.9,239
19069,27.9,4
19161,27.8,5
53005,27.8,69
46125,27.8,4
55123,27.8,14
02261,27.8,3
16055,27.8,70
06045,27.8,42
12085,27.8,106
17089,27.8,165
19043,27.8,8
53035,27.7,106
30093,27.7,14
51121,27.7,28
51660,27.7,11
17097,27.7,231
56031,27.7,5
37099,27.7,18
48113,27.7,648
27085,27.7,15
31079,27.6,20
42071,27.6,222
20175,27.6,5
48409,27.6,23
06031,27.6,35
02122,27.5,23
37011,27.5,8
48391,27.5,3
13057,27.5,87
06109,27.5,30
36049,27.5,12
27033,27.5,5
27041,27.5,19
48481,27.4,16
34025,27.4,251
27161,27.4,7
36079,27.4,38
25001,27.4,145
08085,27.4,22
20051,27.4,9
13027,27.3,7
26037,27.3,30
31145,27.3,4
55133,27.3,166
48505,27.2,4
06063,27.2,11
25015,27.2,60
26139,27.2,100
38003,27.2,5
55055,27.1,33
16005,27.1,27
55039,27.1,42
27129,27.1,7
55009,27.1,90
19001,27.0,4
20057,27.0,9
26141,27.0,8
42063,27.0,34
35015,26.9,18
09003,26.9,332
20111,26.9,11
55119,26.8,9
49015,26.8,3
51540,26.8,12
08087,26.8,10
19195,26.8,3
42091,26.8,328
31121,26.7,3
27067,26.7,17
35037,26.7,5
55093,26.7,14
39055,26.7,41
39137,26.6,13
36109,26.6,32
19169,26.6,25
19059,26.6,9
06029,26.6,217
56011,26.6,3
46079,26.6,4
48487,26.6,5
12087,26.6,41
38059,26.5,12
46051,26.5,4
55097,26.5,25
48287,26.5,7
08077,26.4,61
41037,26.4,4
31155,26.4,9
37063,26.4,92
53029,26.3,40
06067,26.3,475
19165,26.3,5
25025,26.3,208
19197,26.3,5
41063,26.3,4
27135,26.2,6
31137,26.2,4
51153,26.2,107
38015,26.2,34
01117,26.2,74
04007,26.2,31
48149,26.1,12
42029,26.1,185
25017,26.1,524
56043,26.1,3
36103,26.1,542
48115,26.1,4
48493,26.1,18
55131,26.0,53
13133,26.0,10
06039,26.0,43
27109,26.0,54
29165,26.0,34
11001,26.0,174
48041,26.0,46
31141,26.0,12
48185,26.0,12
55061,25.9,8
37149,25.9,12
31045,25.9,3
32031,25.9,161
33007,25.9,15
26161,25.9,108
51075,25.8,12
37119,25.8,270
04009,25.8,11
48249,25.8,12
24035,25.8,20
24021,25.8,86
12095,25.7,372
51043,25.7,7
50001,25.7,15
12109,25.7,116
06043,25.7,10
37189,25.7,16
13121,25.6,265
24023,25.6,13
08001,25.6,116
35061,25.6,26
41005,25.5,153
06011,25.5,6
06077,25.5,206
16083,25.5,30
19109,25.5,7
06035,25.4,9
13059,25.4,29
46081,25.4,11
53073,25.4,75
48233,25.3,7
39041,25.3,62
55109,25.3,28
06047,25.3,65
06071,25.3,518
27053,25.3,369
27163,25.3,85
27071,25.2,6
09007,25.2,68
55007,25.1,9
48013,25.1,14
08083,25.1,11
06065,25.0,709
31047,25.0,8
38097,25.0,3
48189,25.0,9
32033,24.9,3
37183,24.9,274
56019,24.9,4
06113,24.9,54
46083,24.9,18
48201,24.8,1050
08029,24.8,14
19101,24.8,6
38057,24.8,3
20055,24.8,8
04021,24.7,170
48355,24.7,105
44005,24.7,37
16017,24.7,22
53003,24.6,10
17043,24.6,289
34021,24.6,117
20113,24.6,12
19049,24.5,25
08003,24.5,4
06097,24.5,180
13131,24.5,9
48325,24.5,17
02110,24.5,9
06107,24.5,106
27037,24.5,127
55025,24.4,151
08041,24.4,186
48163,24.4,4
31151,24.4,4
19119,24.4,4
51095,24.4,38
45013,24.4,90
04013,24.3,1329
13067,24.3,188
13135,24.3,199
06019,24.3,239
20091,24.3,172
26003,24.3,4
08119,24.2,9
12011,24.2,646
30063,24.2,34
19191,24.2,8
53043,24.2,5
19041,24.1,7
15001,24.1,79
30029,24.1,39
42113,24.0,3
37135,24.0,40
08015,23.9,8
27073,23.9,4
48273,23.8,8
48121,23.8,194
04019,23.8,391
34023,23.8,249
18057,23.8,85
06061,23.8,148
13117,23.8,60
16073,23.8,4
37037,23.7,34
16001,23.7,137
27063,23.7,4
27089,23.6,4
15009,23.6,59
44001,23.6,19
42027,23.6,43
16053,23.5,6
30081,23.5,20
27103,23.4,11
30067,23.4,7
48477,23.3,14
38055,23.3,4
41003,23.2,29
12099,23.2,672
15003,23.2,341
19021,23.2,6
48029,23.1,455
08039,23.1,7
35017,23.0,14
32007,22.9,13
04027,22.9,71
08007,22.8,5
34031,22.8,144
41017,22.8,68
13113,22.8,40
06073,22.7,847
08123,22.6,74
41067,22.6,146
36087,22.6,93
46135,22.6,8
53033,22.6,538
16011,22.6,12
48209,22.5,50
48259,22.5,16
48491,22.4,138
55015,22.3,15
55089,22.3,32
12086,22.2,793
08031,22.2,145
16019,22.2,29
35057,22.1,6
46033,22.1,5
19047,22.1,5
06069,22.1,15
15007,22.1,26
06075,22.0,243
48085,22.0,214
32005,21.9,25
49045,21.9,13
13089,21.8,170
26089,21.8,12
06013,21.7,317
08014,21.7,19
53031,21.6,19
47187,21.5,59
35045,21.5,32
06079,21.5,92
51510,21.5,32
34003,21.5,284
24033,21.5,226
16067,21.5,6
30017,21.4,4
27039,21.4,5
09001,21.4,265
51157,21.4,3
53055,21.3,9
34027,21.3,151
16043,21.2,4
41061,21.2,9
19103,21.2,32
35013,21.2,58
06057,21.2,44
08005,21.1,145
06059,21.0,805
06111,21.0,223
49013,21.0,4
13219,20.8,11
56023,20.8,5
38077,20.8,5
51610,20.7,3
34019,20.7,41
06055,20.7,44
41027,20.7,6
30009,20.7,4
06001,20.6,388
34035,20.6,94
51003,20.6,35
06037,20.5,2301
35047,20.5,10
34017,20.5,144
48427,20.4,12
08059,20.4,148
36059,20.4,400
06083,20.2,112
36005,20.2,321
06017,20.1,63
19131,20.1,3
35027,20.0,9
48157,20.0,153
48453,19.9,211
35001,19.8,175
34039,19.8,132
48323,19.8,10
04017,19.7,32
48465,19.7,10
34013,19.7,185
24027,19.5,72
56001,19.5,7
35053,19.5,5
35043,19.4,41
27019,19.4,22
53001,19.4,4
36119,19.4,270
06053,19.3,92
19017,19.3,7
56029,19.2,10
16051,19.2,6
12021,19.2,179
51107,19.1,68
06087,18.8,65
16057,18.7,8
08069,18.6,82
06081,18.6,184
49057,18.3,47
49047,18.3,6
36047,18.2,555
48171,18.1,11
06025,18.0,33
48061,17.8,81
51013,17.7,37
19167,17.7,8
06085,17.7,383
08045,17.3,11
32013,17.3,4
30031,17.2,20
48489,17.2,4
49041,17.0,4
49003,16.9,10
36081,16.9,520
06041,16.8,76
24031,16.8,228
36061,16.8,375
35006,16.6,6
35039,16.5,10
08013,16.5,62
48141,16.5,141
16085,16.4,3
06027,16.4,6
48479,16.2,33
49035,16.1,167
25007,15.9,7
04023,15.7,10
49021,15.7,9
51059,15.7,200
49053,15.6,47
35049,15.6,44
08035,15.6,57
56041,15.5,4
48215,15.1,119
49011,15.0,45
08067,14.9,11
35055,14.4,10
04001,14.0,11
35007,14.0,4
04005,13.9,21
08093,13.8,4
16031,13.7,4
49039,12.3,4
56039,11.5,3
08107,11.5,4
49005,11.2,12
49049,11.1,45
16013,10.9,4
08037,10.8,5
49043,10.4,5
49051,10.2,4
72001,10.1,555
35031,9.1,6
16003,,3 or fewer
19003,,3 or fewer
38001,,3 or fewer
02013,,3 or fewer
02016,,3 or fewer
06003,,3 or fewer
31003,,3 or fewer
48011,,3 or fewer
31005,,3 or fewer
46003,,3 or fewer
08009,,3 or fewer
48017,,3 or fewer
13007,,3 or fewer
31007,,3 or fewer
16007,,3 or fewer
40007,,3 or fewer
49001,,3 or fewer
46007,,3 or fewer
08011,,3 or fewer
27011,,3 or fewer
38007,,3 or fewer
30005,,3 or fewer
31009,,3 or fewer
16015,,3 or fewer
46009,,3 or fewer
31011,,3 or fewer
48033,,3 or fewer
38009,,3 or fewer
38011,,3 or fewer
31015,,3 or fewer
48043,,3 or fewer
48045,,3 or fewer
02060,,3 or fewer
30007,,3 or fewer
48047,,3 or fewer
17009,,3 or fewer
31017,,3 or fewer
46017,,3 or fewer
38013,,3 or fewer
16023,,3 or fewer
13037,,3 or fewer
17013,,3 or fewer
16025,,3 or fewer
42023,,3 or fewer
22023,,3 or fewer
46021,,3 or fewer
16029,,3 or fewer
48065,,3 or fewer
30011,,3 or fewer
48069,,3 or fewer
35003,,3 or fewer
38019,,3 or fewer
46023,,3 or fewer
20017,,3 or fewer
31029,,3 or fewer
13053,,3 or fewer
20019,,3 or fewer
31031,,3 or fewer
08017,,3 or fewer
20023,,3 or fewer
40025,,3 or fewer
16033,,3 or fewer
20025,,3 or fewer
46025,,3 or fewer
13061,,3 or fewer
31035,,3 or fewer
08019,,3 or fewer
48079,,3 or fewer
48081,,3 or fewer
48087,,3 or fewer
20033,,3 or fewer
48095,,3 or fewer
08021,,3 or fewer
27031,,3 or fewer
46031,,3 or fewer
08023,,3 or fewer
48101,,3 or fewer
51045,,3 or fewer
48103,,3 or fewer
48105,,3 or fewer
48107,,3 or fewer
08025,,3 or fewer
48109,,3 or fewer
08027,,3 or fewer
16037,,3 or fewer
31041,,3 or fewer
49009,,3 or fewer
48111,,3 or fewer
30019,,3 or fewer
30021,,3 or fewer
46037,,3 or fewer
35011,,3 or fewer
20039,,3 or fewer
02068,,3 or fewer
31049,,3 or fewer
46039,,3 or fewer
40043,,3 or fewer
46041,,3 or fewer
48125,,3 or fewer
38021,,3 or fewer
02070,,3 or fewer
38023,,3 or fewer
08033,,3 or fewer
48129,,3 or fewer
46043,,3 or fewer
31057,,3 or fewer
38025,,3 or fewer
48131,,3 or fewer
13101,,3 or fewer
38027,,3 or fewer
46045,,3 or fewer
20047,,3 or fewer
48137,,3 or fewer
20053,,3 or fewer
38029,,3 or fewer
32009,,3 or fewer
32011,,3 or fewer
30025,,3 or fewer
46049,,3 or fewer
31059,,3 or fewer
48151,,3 or fewer
55037,,3 or fewer
48153,,3 or fewer
48155,,3 or fewer
38031,,3 or fewer
16041,,3 or fewer
31061,,3 or fewer
31063,,3 or fewer
31065,,3 or fewer
31069,,3 or fewer
30033,,3 or fewer
31071,,3 or fewer
49017,,3 or fewer
53023,,3 or fewer
48169,,3 or fewer
41021,,3 or fewer
08047,,3 or fewer
13125,,3 or fewer
48173,,3 or fewer
30037,,3 or fewer
38033,,3 or fewer
31073,,3 or fewer
20063,,3 or fewer
20065,,3 or fewer
08049,,3 or fewer
49019,,3 or fewer
50013,,3 or fewer
30039,,3 or fewer
20067,,3 or fewer
31075,,3 or fewer
38037,,3 or fewer
40053,,3 or fewer
20069,,3 or fewer
20071,,3 or fewer
31077,,3 or fewer
40055,,3 or fewer
46053,,3 or fewer
38039,,3 or fewer
35019,,3 or fewer
08051,,3 or fewer
46055,,3 or fewer
02100,,3 or fewer
48191,,3 or fewer
20075,,3 or fewer
46057,,3 or fewer
46059,,3 or fewer
48195,,3 or fewer
46061,,3 or fewer
48197,,3 or fewer
35021,,3 or fewer
46063,,3 or fewer
31083,,3 or fewer
40057,,3 or fewer
40059,,3 or fewer
48205,,3 or fewer
20081,,3 or fewer
48207,,3 or fewer
31085,,3 or fewer
48211,,3 or fewer
38041,,3 or fewer
35023,,3 or fewer
51091,,3 or fewer
08053,,3 or fewer
20083,,3 or fewer
31091,,3 or fewer
02105,,3 or fewer
31093,,3 or fewer
48229,,3 or fewer
08055,,3 or fewer
46067,,3 or fewer
37095,,3 or fewer
46069,,3 or fewer
48235,,3 or fewer
28055,,3 or fewer
08057,,3 or fewer
46071,,3 or fewer
48243,,3 or fewer
46073,,3 or fewer
20089,,3 or fewer
48247,,3 or fewer
31097,,3 or fewer
46075,,3 or fewer
49023,,3 or fewer
30045,,3 or fewer
15005,,3 or fewer
49025,,3 or fewer
31099,,3 or fewer
20093,,3 or fewer
48261,,3 or fewer
48263,,3 or fewer
26083,,3 or fewer
31103,,3 or fewer
38043,,3 or fewer
31105,,3 or fewer
48267,,3 or fewer
48269,,3 or fewer
48271,,3 or fewer
08061,,3 or fewer
20097,,3 or fewer
48275,,3 or fewer
02150,,3 or fewer
02158,,3 or fewer
48283,,3 or fewer
38045,,3 or fewer
08065,,3 or fewer
02164,,3 or fewer
27077,,3 or fewer
32015,,3 or fewer
20101,,3 or fewer
51678,,3 or fewer
30051,,3 or fewer
08073,,3 or fewer
16063,,3 or fewer
20105,,3 or fewer
32017,,3 or fewer
48295,,3 or fewer
20109,,3 or fewer
31113,,3 or fewer
38047,,3 or fewer
35028,,3 or fewer
31115,,3 or fewer
48301,,3 or fewer
46085,,3 or fewer
48305,,3 or fewer
16065,,3 or fewer
30057,,3 or fewer
51685,,3 or fewer
46091,,3 or fewer
48317,,3 or fewer
48319,,3 or fewer
30055,,3 or fewer
38051,,3 or fewer
38053,,3 or fewer
48311,,3 or fewer
31117,,3 or fewer
46089,,3 or fewer
20119,,3 or fewer
30059,,3 or fewer
46095,,3 or fewer
48327,,3 or fewer
29129,,3 or fewer
49027,,3 or fewer
48333,,3 or fewer
46097,,3 or fewer
08079,,3 or fewer
06051,,3 or fewer
19135,,3 or fewer
46101,,3 or fewer
47127,,3 or fewer
35033,,3 or fewer
49029,,3 or fewer
31123,,3 or fewer
20129,,3 or fewer
48345,,3 or fewer
38061,,3 or fewer
30065,,3 or fewer
31125,,3 or fewer
25019,,3 or fewer
38063,,3 or fewer
20135,,3 or fewer
56027,,3 or fewer
02188,,3 or fewer
51720,,3 or fewer
20137,,3 or fewer
31129,,3 or fewer
48357,,3 or fewer
48359,,3 or fewer
38065,,3 or fewer
16071,,3 or fewer
20141,,3 or fewer
08091,,3 or fewer
31133,,3 or fewer
