year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text,tract_fips
2023,SC,South Carolina,Charleston,45019,45019000600,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,29.2,25.6,33.0,1074,1033,"{'type': 'Point', 'coordinates': [-79.9510689, 32.785061]}",45019000600,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019000600
2023,SC,South Carolina,Charleston,45019,45019003500,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,7.7,6.6,8.9,3333,2735,"{'type': 'Point', 'coordinates': [-79.9908044, 32.8884799]}",45019003500,HLTHOUT,DIABETES,CrdPrv,Diabetes,45019003500
2023,SC,South Carolina,Charleston,45019,45019004702,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,13.7,11.8,15.7,2332,1923,"{'type': 'Point', 'coordinates': [-79.8635983, 32.8007285]}",45019004702,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,45019004702
2023,SC,South Carolina,Charleston,45019,45019003105,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,8.2,7.2,9.2,4018,2772,"{'type': 'Point', 'coordinates': [-80.0314105, 32.911863]}",45019003105,HLTHOUT,COPD,CrdPrv,COPD,45019003105
2023,SC,South Carolina,Charleston,45019,45019002104,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,7.2,6.3,8.2,2012,1952,"{'type': 'Point', 'coordinates': [-80.0573024, 32.6121375]}",45019002104,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,45019002104
2023,SC,South Carolina,Charleston,45019,45019003000,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,9.0,7.7,10.5,3897,3153,"{'type': 'Point', 'coordinates': [-79.9726864, 32.7772471]}",45019003000,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019003000
2022,SC,South Carolina,Charleston,45019,45019005002,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,57.8,54.7,60.8,3111,2576,"{'type': 'Point', 'coordinates': [-79.4854865, 33.0606513]}",45019005002,PREVENT,DENTAL,CrdPrv,Dental Visit,45019005002
2023,SC,South Carolina,Charleston,45019,45019002504,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,25.8,22.4,29.2,5169,4194,"{'type': 'Point', 'coordinates': [-80.2035792, 32.759612]}",45019002504,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019002504
2023,SC,South Carolina,Charleston,45019,45019005701,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.7,9.2,12.2,5736,4641,"{'type': 'Point', 'coordinates': [-80.071498, 32.850021]}",45019005701,HLTHOUT,DIABETES,CrdPrv,Diabetes,45019005701
2023,SC,South Carolina,Charleston,45019,45019005602,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,33.1,30.1,36.0,6558,5367,"{'type': 'Point', 'coordinates': [-80.0934286, 32.8114143]}",45019005602,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019005602
2023,SC,South Carolina,Charleston,45019,45019004607,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,4.4,3.0,6.2,5719,4865,"{'type': 'Point', 'coordinates': [-79.8922487, 32.7958351]}",45019004607,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,45019004607
2023,SC,South Carolina,Charleston,45019,45019003800,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,34.9,30.6,39.3,3187,2451,"{'type': 'Point', 'coordinates': [-79.9987862, 32.8582395]}",45019003800,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019003800
2023,SC,South Carolina,Charleston,45019,45019001901,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,10.2,8.7,11.9,4394,3625,"{'type': 'Point', 'coordinates': [-79.9967682, 32.7470539]}",45019001901,DISABLT,MOBILITY,CrdPrv,Mobility Disability,45019001901
2023,SC,South Carolina,Charleston,45019,45019003104,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,29.9,27.2,32.6,5741,4345,"{'type': 'Point', 'coordinates': [-80.0392057, 32.9290256]}",45019003104,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019003104
2023,SC,South Carolina,Charleston,45019,45019003600,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,4.4,3.6,5.3,2729,2375,"{'type': 'Point', 'coordinates': [-79.984269, 32.8778634]}",45019003600,HLTHOUT,COPD,CrdPrv,COPD,45019003600
2023,SC,South Carolina,Charleston,45019,45019003400,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,28.4,24.4,32.4,4870,3677,"{'type': 'Point', 'coordinates': [-79.9746618, 32.8958105]}",45019003400,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,45019003400
2023,SC,South Carolina,Charleston,45019,45019003500,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,8.9,7.6,10.4,3333,2735,"{'type': 'Point', 'coordinates': [-79.9908044, 32.8884799]}",45019003500,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019003500
2023,SC,South Carolina,Charleston,45019,45019005900,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,30.3,26.7,33.9,5521,4882,"{'type': 'Point', 'coordinates': [-79.963007, 32.801472]}",45019005900,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019005900
2022,SC,South Carolina,Charleston,45019,45019002108,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,30.5,26.8,34.3,2742,2190,"{'type': 'Point', 'coordinates': [-80.1314358, 32.731955]}",45019002108,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,45019002108
2023,SC,South Carolina,Charleston,45019,45019002105,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,1.7,1.3,2.2,2184,2106,"{'type': 'Point', 'coordinates': [-80.1681457, 32.5818931]}",45019002105,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019002105
2023,SC,South Carolina,Charleston,45019,45019003107,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,21.2,18.6,23.8,7501,5945,"{'type': 'Point', 'coordinates': [-80.1009931, 32.9600374]}",45019003107,HLTHOUT,DEPRESSION,CrdPrv,Depression,45019003107
2023,SC,South Carolina,Charleston,45019,45019001500,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,12.7,10.4,15.4,1520,1312,"{'type': 'Point', 'coordinates': [-79.9522715, 32.8070997]}",45019001500,HLTHSTAT,GHLTH,CrdPrv,General Health,45019001500
2023,SC,South Carolina,Charleston,45019,45019003700,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,40.0,35.2,44.7,3291,2510,"{'type': 'Point', 'coordinates': [-79.9825338, 32.8671057]}",45019003700,HLTHOUT,OBESITY,CrdPrv,Obesity,45019003700
2023,SC,South Carolina,Charleston,45019,45019004901,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,20.5,17.7,23.2,1838,1523,"{'type': 'Point', 'coordinates': [-79.7864097, 32.7868965]}",45019004901,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019004901
2023,SC,South Carolina,Charleston,45019,45019000500,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,28.2,24.7,32.0,1761,1579,"{'type': 'Point', 'coordinates': [-79.9468711, 32.7792848]}",45019000500,SOCLNEED,LONELINESS,CrdPrv,Loneliness,45019000500
2023,SC,South Carolina,Charleston,45019,45019003700,BRFSS,Disability,Any disability among adults,%,Crude prevalence,36.2,32.0,40.6,3291,2510,"{'type': 'Point', 'coordinates': [-79.9825338, 32.8671057]}",45019003700,DISABLT,DISABILITY,CrdPrv,Any Disability,45019003700
2022,SC,South Carolina,Charleston,45019,45019002105,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,83.9,81.9,85.7,2184,2106,"{'type': 'Point', 'coordinates': [-80.1681457, 32.5818931]}",45019002105,PREVENT,DENTAL,CrdPrv,Dental Visit,45019002105
2023,SC,South Carolina,Charleston,45019,45019005800,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.0,7.5,11.0,8075,6492,"{'type': 'Point', 'coordinates': [-80.1815928, 32.8077688]}",45019005800,PREVENT,ACCESS2,CrdPrv,Health Insurance,45019005800
2023,SC,South Carolina,Charleston,45019,45019002401,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Crude prevalence,9.7,8.5,11.1,1468,1214,"{'type': 'Point', 'coordinates': [-80.3344445, 32.6689342]}",45019002401,HLTHOUT,COPD,CrdPrv,COPD,45019002401
2023,SC,South Carolina,Charleston,45019,45019003200,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,40.3,36.8,43.9,1638,1247,"{'type': 'Point', 'coordinates': [-80.0497104, 32.899309]}",45019003200,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019003200
2023,SC,South Carolina,Charleston,45019,45019002008,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,11.4,9.8,13.1,4703,4217,"{'type': 'Point', 'coordinates': [-79.9828216, 32.6768775]}",45019002008,DISABLT,COGNITION,CrdPrv,Cognitive Disability,45019002008
2023,SC,South Carolina,Charleston,45019,45019005001,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.0,4.4,5.6,1696,1420,"{'type': 'Point', 'coordinates': [-79.6522483, 33.0343517]}",45019005001,DISABLT,VISION,CrdPrv,Vision Disability,45019005001
2023,SC,South Carolina,Charleston,45019,45019001902,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.6,14.6,20.8,4601,3909,"{'type': 'Point', 'coordinates': [-79.9653762, 32.7627874]}",45019001902,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019001902
2023,SC,South Carolina,Charleston,45019,45019002005,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,6.9,5.3,8.5,7122,5368,"{'type': 'Point', 'coordinates': [-79.9132447, 32.7310699]}",45019002005,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,45019002005
2022,SC,South Carolina,Charleston,45019,45019003000,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,76.7,73.2,79.9,3897,3153,"{'type': 'Point', 'coordinates': [-79.9726864, 32.7772471]}",45019003000,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,45019003000
2023,SC,South Carolina,Charleston,45019,45019002504,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,82.4,79.8,84.6,5169,4194,"{'type': 'Point', 'coordinates': [-80.2035792, 32.759612]}",45019002504,PREVENT,CHECKUP,CrdPrv,Annual Checkup,45019002504
2022,SC,South Carolina,Charleston,45019,45019003106,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.0,68.5,80.6,8631,6451,"{'type': 'Point', 'coordinates': [-80.1401076, 33.0022955]}",45019003106,PREVENT,MAMMOUSE,CrdPrv,Mammography,45019003106
2023,SC,South Carolina,Charleston,45019,45019003106,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,36.1,33.0,38.9,8631,6451,"{'type': 'Point', 'coordinates': [-80.1401076, 33.0022955]}",45019003106,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019003106
2023,SC,South Carolina,Charleston,45019,45019000100,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,28.4,25.8,31.1,2087,1742,"{'type': 'Point', 'coordinates': [-79.9406132, 32.7721636]}",45019000100,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,45019000100
2023,SC,South Carolina,Charleston,45019,45019002613,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,6.1,5.4,6.8,5255,4447,"{'type': 'Point', 'coordinates': [-80.0433793, 32.8200406]}",45019002613,DISABLT,HEARING,CrdPrv,Hearing Disability,45019002613
2023,SC,South Carolina,Charleston,45019,45019003116,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,12.6,11.0,14.3,4736,3864,"{'type': 'Point', 'coordinates': [-80.0462872, 32.9509983]}",45019003116,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019003116
2023,SC,South Carolina,Charleston,45019,45019002613,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,31.2,27.5,35.1,5255,4447,"{'type': 'Point', 'coordinates': [-80.0433793, 32.8200406]}",45019002613,SOCLNEED,LONELINESS,CrdPrv,Loneliness,45019002613
2023,SC,South Carolina,Charleston,45019,45019002200,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,40.5,37.2,43.7,2848,2413,"{'type': 'Point', 'coordinates': [-80.1839478, 32.6576817]}",45019002200,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019002200
2023,SC,South Carolina,Charleston,45019,45019004619,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.9,8.9,10.8,5467,4602,"{'type': 'Point', 'coordinates': [-79.838778, 32.8153925]}",45019004619,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019004619
2023,SC,South Carolina,Charleston,45019,45019002702,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,6.1,5.3,7.1,4679,3711,"{'type': 'Point', 'coordinates': [-80.0087214, 32.792693]}",45019002702,DISABLT,VISION,CrdPrv,Vision Disability,45019002702
2023,SC,South Carolina,Charleston,45019,45019001500,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,2.6,2.1,3.2,1520,1312,"{'type': 'Point', 'coordinates': [-79.9522715, 32.8070997]}",45019001500,DISABLT,SELFCARE,CrdPrv,Self-care Disability,45019001500
2023,SC,South Carolina,Charleston,45019,45019000900,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,9.9,8.1,11.9,1560,1334,"{'type': 'Point', 'coordinates': [-79.9287806, 32.7976264]}",45019000900,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019000900
2023,SC,South Carolina,Charleston,45019,45019003116,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,28.3,25.7,30.9,4736,3864,"{'type': 'Point', 'coordinates': [-80.0462872, 32.9509983]}",45019003116,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019003116
2022,SC,South Carolina,Charleston,45019,45019003200,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,32.3,28.5,36.2,1638,1247,"{'type': 'Point', 'coordinates': [-80.0497104, 32.899309]}",45019003200,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,45019003200
2023,SC,South Carolina,Charleston,45019,45019003104,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,73.2,69.7,76.3,5741,4345,"{'type': 'Point', 'coordinates': [-80.0392057, 32.9290256]}",45019003104,PREVENT,CHECKUP,CrdPrv,Annual Checkup,45019003104
2023,SC,South Carolina,Charleston,45019,45019005300,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,13.3,11.5,15.2,3629,2868,"{'type': 'Point', 'coordinates': [-79.9443767, 32.8001609]}",45019005300,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019005300
2023,SC,South Carolina,Charleston,45019,45019002401,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,15.8,14.0,17.7,1468,1214,"{'type': 'Point', 'coordinates': [-80.3344445, 32.6689342]}",45019002401,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019002401
2023,SC,South Carolina,Charleston,45019,45019003109,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,16.2,14.5,18.0,3376,2681,"{'type': 'Point', 'coordinates': [-80.0794055, 32.8942569]}",45019003109,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,45019003109
2023,SC,South Carolina,Charleston,45019,45019005001,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,6.8,6.0,7.6,1696,1420,"{'type': 'Point', 'coordinates': [-79.6522483, 33.0343517]}",45019005001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019005001
2023,SC,South Carolina,Charleston,45019,45019002802,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,37.7,34.4,40.8,2663,2190,"{'type': 'Point', 'coordinates': [-80.0035774, 32.774876]}",45019002802,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019002802
2023,SC,South Carolina,Charleston,45019,45019004619,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,17.6,15.0,20.5,5467,4602,"{'type': 'Point', 'coordinates': [-79.838778, 32.8153925]}",45019004619,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,45019004619
2023,SC,South Carolina,Charleston,45019,45019001100,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,18.1,16.2,20.0,2988,2500,"{'type': 'Point', 'coordinates': [-79.9565809, 32.7905077]}",45019001100,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,45019001100
2023,SC,South Carolina,Charleston,45019,45019002106,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,12.3,10.5,14.3,3543,2898,"{'type': 'Point', 'coordinates': [-80.0630058, 32.7576426]}",45019002106,DISABLT,COGNITION,CrdPrv,Cognitive Disability,45019002106
2023,SC,South Carolina,Charleston,45019,45019000400,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,24.6,22.3,26.8,3213,3045,"{'type': 'Point', 'coordinates': [-79.935326, 32.7825377]}",45019000400,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019000400
2023,SC,South Carolina,Charleston,45019,45019005300,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,5.3,4.5,6.2,3629,2868,"{'type': 'Point', 'coordinates': [-79.9443767, 32.8001609]}",45019005300,DISABLT,SELFCARE,CrdPrv,Self-care Disability,45019005300
2023,SC,South Carolina,Charleston,45019,45019002402,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,84.7,82.6,86.5,2627,2095,"{'type': 'Point', 'coordinates': [-80.3516406, 32.774506]}",45019002402,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019002402
2023,SC,South Carolina,Charleston,45019,45019005900,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,25.9,23.5,28.4,5521,4882,"{'type': 'Point', 'coordinates': [-79.963007, 32.801472]}",45019005900,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019005900
2022,SC,South Carolina,Charleston,45019,45019001901,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,28.6,25.1,32.3,4394,3625,"{'type': 'Point', 'coordinates': [-79.9967682, 32.7470539]}",45019001901,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,45019001901
2023,SC,South Carolina,Charleston,45019,45019002300,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,19.4,16.3,22.6,1884,1660,"{'type': 'Point', 'coordinates': [-80.315321, 32.5734128]}",45019002300,DISABLT,MOBILITY,CrdPrv,Mobility Disability,45019002300
2023,SC,South Carolina,Charleston,45019,45019003117,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,5.9,5.2,6.7,3686,3026,"{'type': 'Point', 'coordinates': [-80.0581703, 32.9550321]}",45019003117,DISABLT,HEARING,CrdPrv,Hearing Disability,45019003117
2023,SC,South Carolina,Charleston,45019,45019003600,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,6.6,5.4,7.9,2729,2375,"{'type': 'Point', 'coordinates': [-79.984269, 32.8778634]}",45019003600,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019003600
2023,SC,South Carolina,Charleston,45019,45019002002,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,22.7,19.8,25.6,6128,5079,"{'type': 'Point', 'coordinates': [-79.9611767, 32.7340159]}",45019002002,HLTHOUT,DEPRESSION,CrdPrv,Depression,45019002002
