year,stateabbr,statedesc,countyname,countyfips,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,totalpop18plus,geolocation,locationid,categoryid,measureid,datavaluetypeid,short_question_text,tract_fips
2023,SC,South Carolina,Charleston,45019,45019004620,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,90.3,88.6,91.8,5455,4488,"{'type': 'Point', 'coordinates': [-79.8300457, 32.7918747]}",45019004620,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,45019004620
2023,SC,South Carolina,Charleston,45019,45019000600,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,1.1,1.0,1.3,1074,1033,"{'type': 'Point', 'coordinates': [-79.9510689, 32.785061]}",45019000600,HLTHOUT,STROKE,CrdPrv,Stroke,45019000600
2023,SC,South Carolina,Charleston,45019,45019002008,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,34.1,31.2,37.0,4703,4217,"{'type': 'Point', 'coordinates': [-79.9828216, 32.6768775]}",45019002008,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019002008
2022,SC,South Carolina,Charleston,45019,45019002802,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,77.2,74.7,79.4,2663,2190,"{'type': 'Point', 'coordinates': [-80.0035774, 32.774876]}",45019002802,PREVENT,DENTAL,CrdPrv,Dental Visit,45019002802
2023,SC,South Carolina,Charleston,45019,45019002605,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,15.3,13.2,17.5,3907,3291,"{'type': 'Point', 'coordinates': [-79.99282, 32.8034113]}",45019002605,DISABLT,MOBILITY,CrdPrv,Mobility Disability,45019002605
2023,SC,South Carolina,Charleston,45019,45019002103,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.8,3.2,4.5,4771,3912,"{'type': 'Point', 'coordinates': [-80.0718045, 32.6727041]}",45019002103,DISABLT,SELFCARE,CrdPrv,Self-care Disability,45019002103
2023,SC,South Carolina,Charleston,45019,45019001100,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,81.2,77.4,84.4,2988,2500,"{'type': 'Point', 'coordinates': [-79.9565809, 32.7905077]}",45019001100,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,45019001100
2023,SC,South Carolina,Charleston,45019,45019002200,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.6,18.1,25.5,2848,2413,"{'type': 'Point', 'coordinates': [-80.1839478, 32.6576817]}",45019002200,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019002200
2023,SC,South Carolina,Charleston,45019,45019003900,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,28.4,24.3,32.5,2973,2675,"{'type': 'Point', 'coordinates': [-80.015879, 32.8491452]}",45019003900,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019003900
2023,SC,South Carolina,Charleston,45019,45019004613,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,23.2,20.1,26.2,1595,1209,"{'type': 'Point', 'coordinates': [-79.8844773, 32.8326092]}",45019004613,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019004613
2022,SC,South Carolina,Charleston,45019,45019000700,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,21.1,17.5,24.9,2432,2336,"{'type': 'Point', 'coordinates': [-79.938546, 32.7893794]}",45019000700,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,45019000700
2023,SC,South Carolina,Charleston,45019,45019004901,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,41.9,38.4,45.2,1838,1523,"{'type': 'Point', 'coordinates': [-79.7864097, 32.7868965]}",45019004901,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019004901
2023,SC,South Carolina,Charleston,45019,45019004622,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,5.5,4.5,6.7,4013,3217,"{'type': 'Point', 'coordinates': [-79.8615549, 32.8213062]}",45019004622,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019004622
2023,SC,South Carolina,Charleston,45019,45019005702,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,21.8,19.1,24.8,3790,3021,"{'type': 'Point', 'coordinates': [-80.108165, 32.8683707]}",45019005702,HLTHOUT,DEPRESSION,CrdPrv,Depression,45019005702
2023,SC,South Carolina,Charleston,45019,45019005300,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,16.7,14.2,19.5,3629,2868,"{'type': 'Point', 'coordinates': [-79.9443767, 32.8001609]}",45019005300,DISABLT,COGNITION,CrdPrv,Cognitive Disability,45019005300
2023,SC,South Carolina,Charleston,45019,45019004400,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,46.7,43.4,49.9,2240,1755,"{'type': 'Point', 'coordinates': [-79.9619676, 32.830558]}",45019004400,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,45019004400
2023,SC,South Carolina,Charleston,45019,45019003106,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,79.0,76.5,81.2,8631,6451,"{'type': 'Point', 'coordinates': [-80.1401076, 33.0022955]}",45019003106,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019003106
2023,SC,South Carolina,Charleston,45019,45019000200,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,4.3,3.4,5.5,1372,1223,"{'type': 'Point', 'coordinates': [-79.9282235, 32.770791]}",45019000200,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019000200
2023,SC,South Carolina,Charleston,45019,45019002614,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,24.1,21.8,26.3,3469,2866,"{'type': 'Point', 'coordinates': [-80.0444568, 32.8019252]}",45019002614,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,45019002614
2023,SC,South Carolina,Charleston,45019,45019005500,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,9.2,8.1,10.5,1377,1104,"{'type': 'Point', 'coordinates': [-79.9555528, 32.8532551]}",45019005500,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019005500
2023,SC,South Carolina,Charleston,45019,45019004615,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.4,3.8,5.1,5406,3856,"{'type': 'Point', 'coordinates': [-79.8343871, 32.8893843]}",45019004615,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019004615
2023,SC,South Carolina,Charleston,45019,45019003600,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,10.1,8.7,11.8,2729,2375,"{'type': 'Point', 'coordinates': [-79.984269, 32.8778634]}",45019003600,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,45019003600
2023,SC,South Carolina,Charleston,45019,45019000500,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,8.7,7.2,10.6,1761,1579,"{'type': 'Point', 'coordinates': [-79.9468711, 32.7792848]}",45019000500,HLTHSTAT,GHLTH,CrdPrv,General Health,45019000500
2023,SC,South Carolina,Charleston,45019,45019005800,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,9.8,8.2,11.7,8075,6492,"{'type': 'Point', 'coordinates': [-80.1815928, 32.8077688]}",45019005800,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,45019005800
2023,SC,South Carolina,Charleston,45019,45019003111,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,12.4,10.5,14.4,5102,3827,"{'type': 'Point', 'coordinates': [-80.02956, 32.8740625]}",45019003111,DISABLT,MOBILITY,CrdPrv,Mobility Disability,45019003111
2023,SC,South Carolina,Charleston,45019,45019003108,BRFSS,Disability,Any disability among adults,%,Crude prevalence,27.9,24.2,31.4,3797,2917,"{'type': 'Point', 'coordinates': [-80.0724224, 32.9160257]}",45019003108,DISABLT,DISABILITY,CrdPrv,Any Disability,45019003108
2023,SC,South Carolina,Charleston,45019,45019002701,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.5,3.1,3.9,2597,2190,"{'type': 'Point', 'coordinates': [-80.0287926, 32.7976991]}",45019002701,DISABLT,SELFCARE,CrdPrv,Self-care Disability,45019002701
2023,SC,South Carolina,Charleston,45019,45019005602,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,18.3,15.6,21.4,6558,5367,"{'type': 'Point', 'coordinates': [-80.0934286, 32.8114143]}",45019005602,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019005602
2023,SC,South Carolina,Charleston,45019,45019005400,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,23.6,20.1,27.4,2100,1449,"{'type': 'Point', 'coordinates': [-79.9429888, 32.8200646]}",45019005400,HLTHSTAT,GHLTH,CrdPrv,General Health,45019005400
2023,SC,South Carolina,Charleston,45019,45019000700,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,26.5,23.3,30.2,2432,2336,"{'type': 'Point', 'coordinates': [-79.938546, 32.7893794]}",45019000700,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019000700
2023,SC,South Carolina,Charleston,45019,45019002900,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,8.8,7.8,9.9,2839,2471,"{'type': 'Point', 'coordinates': [-79.9838555, 32.7894663]}",45019002900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,45019002900
2023,SC,South Carolina,Charleston,45019,45019001500,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,19.4,17.5,21.4,1520,1312,"{'type': 'Point', 'coordinates': [-79.9522715, 32.8070997]}",45019001500,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,45019001500
2022,SC,South Carolina,Charleston,45019,45019003117,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,64.9,61.9,67.7,3686,3026,"{'type': 'Point', 'coordinates': [-80.0581703, 32.9550321]}",45019003117,PREVENT,DENTAL,CrdPrv,Dental Visit,45019003117
2023,SC,South Carolina,Charleston,45019,45019003000,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,78.8,75.9,81.4,3897,3153,"{'type': 'Point', 'coordinates': [-79.9726864, 32.7772471]}",45019003000,PREVENT,CHECKUP,CrdPrv,Annual Checkup,45019003000
2023,SC,South Carolina,Charleston,45019,45019002612,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,5.3,4.7,5.9,6677,5472,"{'type': 'Point', 'coordinates': [-80.0204648, 32.8174841]}",45019002612,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019002612
2023,SC,South Carolina,Charleston,45019,45019004614,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,4.2,3.7,4.8,7689,5769,"{'type': 'Point', 'coordinates': [-79.8708566, 32.8596909]}",45019004614,DISABLT,HEARING,CrdPrv,Hearing Disability,45019004614
2022,SC,South Carolina,Charleston,45019,45019000700,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,74.6,67.8,80.2,2432,2336,"{'type': 'Point', 'coordinates': [-79.938546, 32.7893794]}",45019000700,PREVENT,MAMMOUSE,CrdPrv,Mammography,45019000700
2023,SC,South Carolina,Charleston,45019,45019002604,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,6.3,5.3,7.4,3619,2952,"{'type': 'Point', 'coordinates': [-80.0002429, 32.8222997]}",45019002604,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019002604
2022,SC,South Carolina,Charleston,45019,45019003106,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,36.9,32.9,41.0,8631,6451,"{'type': 'Point', 'coordinates': [-80.1401076, 33.0022955]}",45019003106,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,45019003106
2023,SC,South Carolina,Charleston,45019,45019004619,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,8.0,5.9,10.5,5467,4602,"{'type': 'Point', 'coordinates': [-79.838778, 32.8153925]}",45019004619,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,45019004619
2023,SC,South Carolina,Charleston,45019,45019005002,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,10.0,8.5,11.5,3111,2576,"{'type': 'Point', 'coordinates': [-79.4854865, 33.0606513]}",45019005002,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019005002
2023,SC,South Carolina,Charleston,45019,45019005001,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,13.6,12.0,15.2,1696,1420,"{'type': 'Point', 'coordinates': [-79.6522483, 33.0343517]}",45019005001,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,45019005001
2023,SC,South Carolina,Charleston,45019,45019003104,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,31.6,27.6,35.6,5741,4345,"{'type': 'Point', 'coordinates': [-80.0392057, 32.9290256]}",45019003104,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019003104
2022,SC,South Carolina,Charleston,45019,45019002900,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,71.0,67.3,74.4,2839,2471,"{'type': 'Point', 'coordinates': [-79.9838555, 32.7894663]}",45019002900,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,45019002900
2023,SC,South Carolina,Charleston,45019,45019004610,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,8.7,7.8,9.5,5007,3829,"{'type': 'Point', 'coordinates': [-79.7688751, 32.8245244]}",45019004610,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019004610
2023,SC,South Carolina,Charleston,45019,45019004620,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,6.1,4.6,7.8,5455,4488,"{'type': 'Point', 'coordinates': [-79.8300457, 32.7918747]}",45019004620,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,45019004620
2023,SC,South Carolina,Charleston,45019,45019003300,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,26.8,23.8,30.0,3763,2826,"{'type': 'Point', 'coordinates': [-80.0072624, 32.8844248]}",45019003300,HLTHSTAT,GHLTH,CrdPrv,General Health,45019003300
2023,SC,South Carolina,Charleston,45019,45019005701,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,7.4,6.0,9.2,5736,4641,"{'type': 'Point', 'coordinates': [-80.071498, 32.850021]}",45019005701,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,45019005701
2023,SC,South Carolina,Charleston,45019,45019003700,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,10.8,9.5,12.1,3291,2510,"{'type': 'Point', 'coordinates': [-79.9825338, 32.8671057]}",45019003700,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,45019003700
2023,SC,South Carolina,Charleston,45019,45019002200,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,9.9,7.8,12.1,2848,2413,"{'type': 'Point', 'coordinates': [-80.1839478, 32.6576817]}",45019002200,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,45019002200
2022,SC,South Carolina,Charleston,45019,45019000600,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,72.8,70.0,75.2,1074,1033,"{'type': 'Point', 'coordinates': [-79.9510689, 32.785061]}",45019000600,PREVENT,DENTAL,CrdPrv,Dental Visit,45019000600
2023,SC,South Carolina,Charleston,45019,45019002402,BRFSS,Disability,Independent living disability among adults,%,Crude prevalence,12.5,11.3,13.8,2627,2095,"{'type': 'Point', 'coordinates': [-80.3516406, 32.774506]}",45019002402,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,45019002402
2023,SC,South Carolina,Charleston,45019,45019004621,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,10.7,8.5,13.3,5968,4911,"{'type': 'Point', 'coordinates': [-79.8946004, 32.8147818]}",45019004621,HLTHSTAT,GHLTH,CrdPrv,General Health,45019004621
2022,SC,South Carolina,Charleston,45019,45019004621,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,78.1,74.7,81.2,5968,4911,"{'type': 'Point', 'coordinates': [-79.8946004, 32.8147818]}",45019004621,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,45019004621
2023,SC,South Carolina,Charleston,45019,45019003104,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,26.5,22.4,30.7,5741,4345,"{'type': 'Point', 'coordinates': [-80.0392057, 32.9290256]}",45019003104,PREVENT,ACCESS2,CrdPrv,Health Insurance,45019003104
2023,SC,South Carolina,Charleston,45019,45019004609,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,6.0,5.2,6.8,7846,5973,"{'type': 'Point', 'coordinates': [-79.7305349, 32.8538067]}",45019004609,DISABLT,HEARING,CrdPrv,Hearing Disability,45019004609
2023,SC,South Carolina,Charleston,45019,45019005601,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,10.6,8.9,12.5,10428,8215,"{'type': 'Point', 'coordinates': [-80.0758621, 32.7953702]}",45019005601,HLTHSTAT,GHLTH,CrdPrv,General Health,45019005601
2023,SC,South Carolina,Charleston,45019,45019003500,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,88.9,86.7,90.6,3333,2735,"{'type': 'Point', 'coordinates': [-79.9908044, 32.8884799]}",45019003500,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,45019003500
2023,SC,South Carolina,Charleston,45019,45019003108,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.0,10.6,15.8,3797,2917,"{'type': 'Point', 'coordinates': [-80.0724224, 32.9160257]}",45019003108,PREVENT,ACCESS2,CrdPrv,Health Insurance,45019003108
2022,SC,South Carolina,Charleston,45019,45019003113,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,66.1,62.1,69.9,4771,3746,"{'type': 'Point', 'coordinates': [-80.0729838, 32.9546311]}",45019003113,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,45019003113
2023,SC,South Carolina,Charleston,45019,45019003115,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,24.0,21.2,26.9,7372,5826,"{'type': 'Point', 'coordinates': [-80.0612119, 32.9799447]}",45019003115,HLTHOUT,DEPRESSION,CrdPrv,Depression,45019003115
2023,SC,South Carolina,Charleston,45019,45019000500,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,87.4,85.0,89.3,1761,1579,"{'type': 'Point', 'coordinates': [-79.9468711, 32.7792848]}",45019000500,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,45019000500
2023,SC,South Carolina,Charleston,45019,45019002612,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,21.1,18.3,23.9,6677,5472,"{'type': 'Point', 'coordinates': [-80.0204648, 32.8174841]}",45019002612,RISKBEH,BINGE,CrdPrv,Binge Drinking,45019002612
2023,SC,South Carolina,Charleston,45019,45019004613,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Crude prevalence,38.7,35.4,41.8,1595,1209,"{'type': 'Point', 'coordinates': [-79.8844773, 32.8326092]}",45019004613,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,45019004613
2023,SC,South Carolina,Charleston,45019,45019003115,BRFSS,Health Status,Frequent mental distress among adults,%,Crude prevalence,19.5,17.3,21.9,7372,5826,"{'type': 'Point', 'coordinates': [-80.0612119, 32.9799447]}",45019003115,HLTHSTAT,MHLTH,CrdPrv,Frequent Mental Distress,45019003115
2023,SC,South Carolina,Charleston,45019,45019002606,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Crude prevalence,82.2,79.8,84.5,2130,1717,"{'type': 'Point', 'coordinates': [-79.9780481, 32.819367]}",45019002606,PREVENT,CHECKUP,CrdPrv,Annual Checkup,45019002606
2023,SC,South Carolina,Charleston,45019,45019001500,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,17.1,14.0,20.5,1520,1312,"{'type': 'Point', 'coordinates': [-79.9522715, 32.8070997]}",45019001500,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019001500
2023,SC,South Carolina,Charleston,45019,45019004622,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,3.9,3.1,4.8,4013,3217,"{'type': 'Point', 'coordinates': [-79.8615549, 32.8213062]}",45019004622,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,45019004622
2023,SC,South Carolina,Charleston,45019,45019003900,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,82.9,80.1,85.3,2973,2675,"{'type': 'Point', 'coordinates': [-80.015879, 32.8491452]}",45019003900,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,45019003900
2023,SC,South Carolina,Charleston,45019,45019003106,BRFSS,Health-Related Social Needs,Food insecurity in the past 12 months among adults,%,Crude prevalence,22.3,19.5,25.4,8631,6451,"{'type': 'Point', 'coordinates': [-80.1401076, 33.0022955]}",45019003106,SOCLNEED,FOODINSECU,CrdPrv,Food Insecurity,45019003106
2023,SC,South Carolina,Charleston,45019,45019001901,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.0,8.2,9.9,4394,3625,"{'type': 'Point', 'coordinates': [-79.9967682, 32.7470539]}",45019001901,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,45019001901
2023,SC,South Carolina,Charleston,45019,45019000200,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.3,2.8,3.9,1372,1223,"{'type': 'Point', 'coordinates': [-79.9282235, 32.770791]}",45019000200,HLTHOUT,STROKE,CrdPrv,Stroke,45019000200
2023,SC,South Carolina,Charleston,45019,45019002611,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,20.5,17.8,23.5,3007,2553,"{'type': 'Point', 'coordinates': [-80.0393762, 32.8348212]}",45019002611,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,45019002611
2023,SC,South Carolina,Charleston,45019,45019004902,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.1,2.7,3.6,2509,2128,"{'type': 'Point', 'coordinates': [-79.7351795, 32.8133989]}",45019004902,HLTHOUT,STROKE,CrdPrv,Stroke,45019004902
2023,SC,South Carolina,Charleston,45019,45019004800,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,3.8,3.0,5.0,1891,1487,"{'type': 'Point', 'coordinates': [-79.8607661, 32.7629758]}",45019004800,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,45019004800
2023,SC,South Carolina,Charleston,45019,45019002504,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,20.0,17.5,22.6,5169,4194,"{'type': 'Point', 'coordinates': [-80.2035792, 32.759612]}",45019002504,HLTHOUT,DEPRESSION,CrdPrv,Depression,45019002504
2022,SC,South Carolina,Charleston,45019,45019002007,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,80.0,74.5,84.8,3749,2790,"{'type': 'Point', 'coordinates': [-79.9174385, 32.7538419]}",45019002007,PREVENT,MAMMOUSE,CrdPrv,Mammography,45019002007
2023,SC,South Carolina,Charleston,45019,45019002702,BRFSS,Disability,Any disability among adults,%,Crude prevalence,30.2,26.5,34.2,4679,3711,"{'type': 'Point', 'coordinates': [-80.0087214, 32.792693]}",45019002702,DISABLT,DISABILITY,CrdPrv,Any Disability,45019002702
2023,SC,South Carolina,Charleston,45019,45019004607,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,28.3,24.5,32.1,5719,4865,"{'type': 'Point', 'coordinates': [-79.8922487, 32.7958351]}",45019004607,SOCLNEED,LONELINESS,CrdPrv,Loneliness,45019004607
2023,SC,South Carolina,Charleston,45019,45019005702,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,7.0,5.4,8.9,3790,3021,"{'type': 'Point', 'coordinates': [-80.108165, 32.8683707]}",45019005702,PREVENT,ACCESS2,CrdPrv,Health Insurance,45019005702
2023,SC,South Carolina,Charleston,45019,45019005800,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,4.0,3.6,4.5,8075,6492,"{'type': 'Point', 'coordinates': [-80.1815928, 32.8077688]}",45019005800,DISABLT,VISION,CrdPrv,Vision Disability,45019005800
2023,SC,South Carolina,Charleston,45019,45019003117,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.6,3.2,3.9,3686,3026,"{'type': 'Point', 'coordinates': [-80.0581703, 32.9550321]}",45019003117,HLTHOUT,STROKE,CrdPrv,Stroke,45019003117
2023,SC,South Carolina,Charleston,45019,45019002801,BRFSS,Health-Related Social Needs,Loneliness among adults,%,Crude prevalence,28.7,25.2,32.5,4409,3631,"{'type': 'Point', 'coordinates': [-80.038344, 32.7772208]}",45019002801,SOCLNEED,LONELINESS,CrdPrv,Loneliness,45019002801
2023,SC,South Carolina,Charleston,45019,45019003108,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,14.2,11.1,17.5,3797,2917,"{'type': 'Point', 'coordinates': [-80.0724224, 32.9160257]}",45019003108,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,45019003108
2023,SC,South Carolina,Charleston,45019,45019004619,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,26.5,22.6,30.5,5467,4602,"{'type': 'Point', 'coordinates': [-79.838778, 32.8153925]}",45019004619,HLTHOUT,OBESITY,CrdPrv,Obesity,45019004619
2023,SC,South Carolina,Charleston,45019,45019002008,BRFSS,Disability,Hearing disability among adults,%,Crude prevalence,7.2,6.2,8.1,4703,4217,"{'type': 'Point', 'coordinates': [-79.9828216, 32.6768775]}",45019002008,DISABLT,HEARING,CrdPrv,Hearing Disability,45019002008
2023,SC,South Carolina,Charleston,45019,45019005800,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,4.9,4.4,5.5,8075,6492,"{'type': 'Point', 'coordinates': [-80.1815928, 32.8077688]}",45019005800,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,45019005800
2023,SC,South Carolina,Charleston,45019,45019003110,BRFSS,Health-Related Social Needs,Lack of social and emotional support among adults,%,Crude prevalence,28.9,25.3,32.4,7197,5508,"{'type': 'Point', 'coordinates': [-80.0576673, 32.8669862]}",45019003110,SOCLNEED,EMOTIONSPT,CrdPrv,Lack of Social/Emotional Support,45019003110
2023,SC,South Carolina,Charleston,45019,45019004616,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,14.4,11.8,17.4,9300,7122,"{'type': 'Point', 'coordinates': [-79.8042765, 32.91292]}",45019004616,RISKBEH,LPA,CrdPrv,Physical Inactivity,45019004616
2023,SC,South Carolina,Charleston,45019,45019003000,BRFSS,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude prevalence,77.9,75.1,80.5,3897,3153,"{'type': 'Point', 'coordinates': [-79.9726864, 32.7772471]}",45019003000,PREVENT,BPMED,CrdPrv,High Blood Pressure Medication,45019003000
